entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
part_brake_master_reservoir_refresh,2026-05-25,06c_brake_system,brake_system,parts,brakes,Brake master cylinder candidate order - ULTIMA UFM-1041 x1; reservoir/proportioning still inspect,ordered,6307,PKR,confirmed,PakWheels AUTOSTORE,1075298,after_eid_vendor_note_no_exact_date,photo_inventory|data_brake_system_requirements|gmail|pakwheels_order_20260525,BR-SYS-001|20260331_224409|20260331_224423|gmail_msg_19e5e217925bd4c7|gmail_order_1075298|gmail_msg_19e88fa7035750dd|gmail_cancel_1075421|gmail_msg_19e8e727ef0410d4|leopards_KI7535728644,unknown,pending_delivery,ordered_pending_delivery,,"PakWheels order #1075298 confirmed 2026-05-25: ULTIMA Master Brake Cylinder For Toyota FJ40 1975-1990, UFM-1041, qty 1 at PKR 6000. Allocated ledger amount PKR 6307 equals line subtotal plus prorated shipping/tax from the mixed #1075298 order. Gmail import 2026-06-03: PakWheels order #1075421 was cancelled; that cancelled order had the second UFM-1041 brake master, so this row now tracks only the remaining #1075298 brake-master candidate. Treat as candidate stock only: final use still requires installed master bore/markings, port threads, flare seats, reservoir layout, booster pushrod depth, and proportioning/bias plumbing confirmation before installation. | Gmail import 2026-06-07: PakWheels order #1075298 brake-shoe x3 plus UFM-1041 x1 shipped via Leopards tracking KI7535728644 on 2026-06-03; still pending physical delivery and fit/sample checks."
part_brake_booster_servo_44610_60050,2026-05-29,06c_brake_system,brake_system,parts,brakes,Brake vacuum booster servo - existing unit confirmed good; cosmetic tidy only,not_required,,PKR,not_required,Existing booster / cosmetic refinisher,,,user_update|data_brake_system_requirements|docs_brake_workstream,user_update_2026-05-04_front_disc_rear_drum_booster_sourcing|BR-SYS-003|user_update_2026-05-29_booster_can_go_amir_refurb_route|docs/amir-refurbishment-video-gates-20260529.md|user_update_2026-07-29_brake_booster_confirmed_fine_cosmetic_tidy_only,not_applicable,not_required,not_required_existing_booster_confirmed_good,,"Closed 2026-07-29: owner confirms the existing booster is functionally fine and needs cosmetic tidying only. No replacement, exchange, rebuild quote, payment, or order is required. Cosmetic work must not open or alter the shell, pushrod/free-play, clevis, boot, check valve/grommet, studs, or master-cylinder interface."
part_dot3_brake_fluid_autohub_6x354ml,2026-05-03,06c_brake_system,brake_system,parts,brakes,DOT 3 brake fluid x6 - Autohub agreed replacement/substitution received,received,5349,PKR,confirmed,Autohub,62228,2026-05-06,gmail|user_update,gmail_msg_19def26c095be6e3|gmail_order_1762228|autohub_order_62228|bank_alert_19def26f0ee43471|gmail_msg_19df71b7d1c14a42|gmail_msg_19df81f2b45fe7de|blueex_tracking_AhubRider|user_update_2026-05-08_brake_fluid_replacement_arrived,paid,received,received,,"Autohub order 1762228 / order number 62228 confirmed 2026-05-03 for DOT 3 brake fluid x6, subtotal PKR 5100 plus PKR 249 shipping, total PKR 5349. Shipment emails on 2026-05-05 conflicted on Lion DOT-3 x6 versus STP BRAKE FLUID DOT 3 x6, and the user confirmed on 2026-05-08 that the replacement/substitution was agreed and the brake fluid has arrived. Treat as received DOT 3 stock for brake/clutch bleeding; before use, verify six sealed fresh bottles, actual brand/label, DOT 3 rating, and unbroken caps."
part_brake_clutch_475_hard_line_stock_full_vehicle_20260514,2026-06-02,06c_brake_system,brake_system,parts,brakes,Brake/clutch hard-line tube stock candidate - Altivox 3/16 in 25 ft kit with 28 fittings,received_candidate,35496,PKR,confirmed,Ubuy,1622606272102,10-15_business_days_plus_customs,user_update|docs_brake_workstream|data_longman_pipe_hose_order_specs|web_research_20260524|docs_amir_montgomery|gmail|ubuy,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-15|HLS-19|BR-REAR-002|RP-BRAKE-001|RP-CLUTCH-001|docs/brake-line-cheap-sourcing-20260524.md|docs/pakistan-brake-piping-handbrake-sources-20260524.md|web_sna_industries_steel_brake_pipes_brake_hoses|gari_lahore_mild_steel_hydraulic_brake_pipe_reference|fedhill_25ft_cunifer_reference|fcp_euro_25ft_cunifer_reference|user_update_2026-05-24_price_brake_lines_before_other_parts|user_update_2026-05-27_amir_brake_tube_purchase_run|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-28_procured_by_amir|gmail_msg_19e88d9b5b2e0cca|ubuy_order_1622606272102|user_update_2026-06-18_copper_tubing_arrived|user_update_2026-06-18_rear_wheel_cylinder_clarification,paid,needs_confirmation,received_candidate,,"Gmail import 2026-06-03: Ubuy order #1622606272102 confirmed 2026-06-02 for Altivox 3/16 in Brake Line Kit-25ft Flexible Tubing With 28pcs Brake Line Fittings, 2 In 1 Combo Kit, qty 1. Item subtotal PKR 8936 plus shipping/handling PKR 26560, grand total PKR 35496; customs/import duties and clearance service charges are not included and may be collected at delivery. User update 2026-06-18 says the copper tubing has arrived, so mark the tube as received-candidate pending shelf/spec check rather than pending delivery. Follow-up image clarification identifies the wheel pipe-entry part as a rear wheel cylinder, not a loose brake-line fitting; kit fitting count/thread/seat remains unconfirmed until package and old samples are checked. Receipt/spec check still gates use: confirm brake-rated 4.75 mm / 3/16 in CuNi/Cunifer or automotive brake tube material, 25 ft length, flare type compatibility, fitting thread/seat compatibility, no bare copper/plumbing/compression tube, and ability to form correct double/inverted flares before fabrication. Because 25 ft may not cover a full vehicle with practice waste, keep final lengths and any top-up local tube under old-sample/thread/seat control."
part_brake_clutch_hard_line_fittings_20260514,2026-05-14,06c_brake_system,brake_system,parts,brakes,Brake/clutch hard-line flare nuts and fitting assortment - match old threads and seats,planned_buy_anyway,,PKR,missing,local brake hydraulic pipe specialist,quote_with_4.75mm_line_stock,,user_update|docs_brake_workstream|data_longman_pipe_hose_order_specs|web_research_20260524,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-15|HLS-19|BR-CAPTURE-001|20260514_111300_user_brake_flare_side_view|docs/brake-line-cheap-sourcing-20260524.md|user_update_2026-05-24_price_brake_lines_before_other_parts|user_query_2026-06-19_flare_nut_connectors_order_check|user_update_2026-06-19_buy_flare_tube_nuts_anyway,not_paid,not_ordered,buy_spare_set_sample_match_before_install,,"Quote fittings with the cheap brake-line package, but order new brake-rated flare nuts and fittings only after the old fittings are identified. May 14 installed-fitting photos plus the user flare side-view point to Toyota-style double/inverted brake-line flares, but final payment still waits for removed-line straight-on sealing face, thread, and seat confirmation. Must cover master/proportioning ports, front hose chassis ends, rear center hose/T-union ends, rear wheel-cylinder ports, and clutch master/slave or clutch hose ends as fitted. Buy extras for practice/scrap flares; do not buy single-flare, ISO bubble, plumbing, or compression fittings unless sample-proven. | Order check 2026-06-19: no standalone paid/ordered flare-nut connector order found. The Altivox 25 ft brake-line kit order includes 28 fittings, but those are unproven until the package is opened, counted, and matched to old Toyota thread/seat. Keep this line planned for missing/mismatched fittings only. | User update 2026-06-19: buy a brake-rated flare tube-nut set anyway; use only if thread/seat matches old Toyota ports."
part_brake_hydraulic_tees_unions_splitters_20260514,2026-05-30,06c_brake_system,brake_system,parts,brakes,Brake hydraulic splitter T-union and inline union replacement set,received_candidate,,PKR,missing,on-hand brake tee/union stock / old-location sample match,on_hand_stock_20260530,,user_update|docs_brake_workstream|data_brake_system_requirements|web_research_20260524,user_update_2026-05-14_rear_axle_splitter_purchase_list|BR-REAR-002|BR-REAR-003|BR-SYS-001|BR-CAPTURE-001|docs/brake-line-cheap-sourcing-20260524.md|user_update_2026-05-24_price_brake_lines_before_other_parts|user_update_2026-05-30_on_hand_pclips_uclips_brake_tees,unknown,needs_location_match,received_candidate,,"User clarification 2026-05-30: brake tees/unions are on hand. Do not quote or buy another generic tee pack now. During hard-line replacement, photograph the original rear axle T and any inline union locations, keep old fittings as samples, and use an on-hand tee/union only where the old part is seized, corroded, damaged, or mismatched. Match thread, flare seat, port orientation, mounting hole/bracket style, and tube entry angles to the same location as before. If no on-hand tee matches the old location, stop and quote by sample; do not move the tee or reroute lines to suit stock."
part_brake_flex_hose_retaining_clip_pack_20260514,2026-05-30,06c_brake_system,brake_system,parts,brakes,Brake flex-hose retaining U-clips and bracket hardware pack,received_candidate,,PKR,missing,on-hand brake hose U-clip stock / original bracket location match,on_hand_stock_20260530,,user_update|docs_brake_workstream,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-17|BR-FRONT-004|BR-REAR-003|docs/rear-drum-brake-buy-sheet-20260524.md|user_update_2026-05-30_on_hand_pclips_uclips_brake_tees,unknown,needs_location_match,received_candidate,,"User clarification 2026-05-30: U-clips are on hand. Do not buy a mixed U-clip pack now. During front-left, front-right, and rear-center hose replacement, photograph each original bracket/tab and clip location, then choose the on-hand U-clip that locks the selected hose groove tightly in that same bracket. Replace loose, bent, rusty, or missing clips only at the original hose-retention points unless the old location is unsafe. If no on-hand U-clip fits the hose groove and bracket tab thickness, stop and sample-match one clip; do not rely on wire, cable ties, or unsupported hose fittings."
part_brake_clutch_line_support_clamps_full_vehicle_20260514,2026-05-30,06c_brake_system,brake_system,parts,line_support,"Full vehicle brake/clutch line support pack - P-clips, clamp-on axle supports, edge protection",received_candidate,,PKR,missing,on-hand P-clip and support stock / original line-route match,on_hand_stock_20260530,,user_update|docs_brake_workstream|data_longman_pipe_hose_order_specs,user_update_2026-05-14_clamp_on_line_supports|HLS-16|BR-REAR-006|docs/rear-drum-brake-buy-sheet-20260524.md|user_update_2026-05-30_on_hand_pclips_uclips_brake_tees,unknown,needs_location_match,received_candidate,,"User clarification 2026-05-30: rubber-lined P-clips and support hardware are on hand. Do not buy another generic support pack now. First map the original brake, clutch, and fuel hard-line support locations with photos, hole sizes, bracket tabs, line OD, and cable OD. Use on-hand P-clips/supports to replace corroded or missing supports at the same locations and to retain the original route; add a new P-clip only where an original support is missing/damaged or a new fabricated line would otherwise rub or span unsafely. No cable ties as final support; reject bare metal contact on brake pipe."
part_clutch_flex_hose_assembly_20260514,2026-05-14,06c_brake_system,brake_system,parts,clutch_hydraulic,Clutch hydraulic flex hose assembly - complete crimped hose by sample,planned,,PKR,missing,brake/clutch hydraulic hose supplier,,,user_update|data_longman_pipe_hose_order_specs,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-18|RP-CLUTCH-001,not_paid,not_ordered,spec_needed_before_order,,"Replace with one new complete brake/clutch-rated crimped hydraulic hose assembly. Copy old free length, end threads/seats, bracket grooves, and movement clearance. No generic rubber hose, roll hose, or used clutch hose."
part_clutch_hard_line_fittings_20260514,2026-05-14,06c_brake_system,brake_system,parts,clutch_hydraulic,Clutch hard-line fitting set and route release - 4.75 mm hydraulic line,planned,,PKR,missing,brake/clutch hydraulic pipe specialist,,,user_update|data_longman_pipe_hose_order_specs,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-19|RP-CLUTCH-001,not_paid,not_ordered,spec_needed_before_order,,"Use the shared 4.75 mm brake/clutch tube stock for the clutch hard line, then buy new hydraulic fittings after clutch master, clutch flex hose, and slave cylinder port threads/seats are identified. Final route must clear drivetrain movement and be clipped like the brake lines."
part_clutch_master_slave_cylinders_20260514,2026-05-25,06c_brake_system,brake_system,parts,clutch_hydraulic,Clutch master cylinder candidates - Trupart FM-1246 x2; slave cylinder still inspect,ordered,7494,PKR,confirmed,PakWheels AUTOSTORE,1075298|1076462,after_eid_vendor_note_no_exact_date,user_update|data_longman_pipe_hose_order_specs|gmail|pakwheels_order_20260525|pakwheels_order_20260529,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|RP-CLUTCH-001|gmail_msg_19e5e217925bd4c7|gmail_order_1075298|gmail_msg_19e738813f17b21a|gmail_order_1076462|gmail_msg_19e845e2066cb973|leopards_KI7535728645|gmail_msg_19e849773712523b|leopards_KI7535715250,unknown,pending_delivery,ordered_partial_pending_delivery,,"PakWheels order #1075298 confirmed 2026-05-25: Trupart Clutch Master Cylinder For Toyota BJ40+BJ60+HJ60 FM-1246 OEM, qty 1 at PKR 3520. Allocated ledger amount PKR 3700 equals line subtotal plus PKR 180 prorated shipping/tax from the mixed order. Gmail import 2026-06-03: the FM-1246 line from #1075298 has shipped via Leopards tracking KI7535728645. | Gmail import 2026-05-30 added PakWheels order #1076462 from 2026-05-29 for a second Trupart Clutch Master Cylinder FM-1246 x1 at PKR 3520 plus PKR 199 shipping and PKR 75 tax, total PKR 3794; Gmail import 2026-06-03 says this order has shipped via Leopards tracking KI7535715250. Together, track two clutch-master candidates totaling PKR 7494. Treat as duplicate/candidate stock until bore, port thread, pushrod, reservoir, and old-sample fit are checked; slave cylinder, flex hose, hard-line fittings, and leak inspection remain open before installation."
